Comment;Tag
 ;O
kotor;KELUHAN
 ;O
maneh;O
 ;O
iki;O
 ;O
mbayar;KELUHAN
 ;O
loh;O
 ;O
yoooo;O
 ;O
resibusi;O
 ;O
kebersihane;O
 ;O
wes;O
 ;O
larang;KELUHAN
 ;O
10/05/2023;WAKTU
;O
 ;O
09:18:47;WAKTU
 ;O
AM;WAKTU
 ;O
pdam;O
 ;O
gatel;KELUHAN
 ;O
bantu;O
 ;O
mati²;KELUHAN
 ;O
terus;O
 ;O
10/05/2023;WAKTU
;O
 ;O
09:19:52;WAKTU
 ;O
AM;WAKTU
 ;O
pdam;O
 ;O
area;O
 ;O
tandes;O
 ;O
air;O
 ;O
sering;O
 ;O
mati;KELUHAN
 ;O
air;O
 ;O
pelan;O
 ;O
10/05/2023;WAKTU
;O
 ;O
09:20:56;WAKTU
 ;O
AM;WAKTU
 ;O
padahal;O
 ;O
area;O
 ;O
manukan;WILAYAH
 ;O
tuh;O
 ;O
padat;O
 ;O
penduduk;O
 ;O
airnya;O
 ;O
lebih;O
 ;O
prioritaskan;KELUHAN
 ;O
9/18/2023;WAKTU
;O
 ;O
09:27:59;WAKTU
 ;O
PM;WAKTU
 ;O
aman;O
 ;O
neg;O
 ;O
ngunu;O
 ;O
aliran;O
 ;O
air;O
 ;O
bersih;KELUHAN
 ;O
semoga;O
 ;O
lancar;KELUHAN
 ;O
9/19/2023;WAKTU
;O
 ;O
05:32:56;WAKTU
 ;O
AM;WAKTU
 ;O
air;O
 ;O
enggak;O
 ;O
keluar;KELUHAN
 ;O
daerah;O
 ;O
manukan;WILAYAH
 ;O
kapan;O
 ;O
min;O
 ;O
9/19/2023;WAKTU
;O
 ;O
05:38:51;WAKTU
 ;O
AM;WAKTU
 ;O
jalan;O
 ;O
sidoyoso;WILAYAH
 ;O
1pengerjaannya;O
 ;O
selesaitanah;O
 ;O
retak;KELUHAN
;O
AMBLES;KELUHAN
;O
MULAI;O
 ;O
kebocoran;O
 ;O
air;O
 ;O
mulai;O
 ;O
keluar;KELUHAN
 ;O
9/19/2023;WAKTU
;O
 ;O
05:50:48;WAKTU
 ;O
AM;WAKTU
 ;O
air;O
 ;O
manukan;WILAYAH
 ;O
kapan;O
 ;O
keluarnya;KELUHAN
 ;O
min;O
 ;O
9/19/2023;WAKTU
;O
 ;O
06:05:38;WAKTU
 ;O
AM;WAKTU
 ;O
air;O
 ;O
daerah;O
 ;O
karangpilang;WILAYAH
 ;O
pelan;O
 ;O
9/19/2023;WAKTU
;O
 ;O
09:54:27;WAKTU
 ;O
AM;WAKTU
 ;O
kalo;O
 ;O
air;O
 ;O
mati;KELUHAN
 ;O
mohon;O
 ;O
info;O
 ;O
sebelumnya;O
 ;O
nandon;O
 ;O
air;O
 ;O
9/19/2023;WAKTU
;O
 ;O
11:40:37;WAKTU
 ;O
AM;WAKTU
 ;O
air;O
 ;O
mati;KELUHAN
 ;O
daerah;O
 ;O
manukan;WILAYAH
 ;O
min;O
 ;O
kapan;O
 ;O
min;O
 ;O
9/19/2023;WAKTU
;O
 ;O
12:31:46;WAKTU
 ;O
PM;WAKTU
 ;O
admin;O
 ;O
air;O
 ;O
daerah;O
 ;O
manukan;WILAYAH
 ;O
kapan;O
 ;O
keluarnya;O
 ;O
min;O
 ;O
9/19/2023;WAKTU
;O
 ;O
12:46:44;WAKTU
 ;O
PM;WAKTU
 ;O
kak;O
 ;O
daerah;O
 ;O
tandes;WILAYAH
 ;O
karangpoh;WILAYAH
 ;O
keluar;O
 ;O
subuh;WAKTU
 ;O
9/19/2023;WAKTU
;O
 ;O
12:47:09;WAKTU
 ;O
PM;WAKTU
 ;O
katanya;O
 ;O
normalisasi;O
 ;O
kok;O
 ;O
keluar;KELUHAN
 ;O
airnya;O
 ;O
9/19/2023;WAKTU
;O
 ;O
12:49:47;WAKTU
 ;O
PM;WAKTU
 ;O
manukan;WILAYAH
 ;O
sekarang;O
 ;O
nyala;KELUHAN
 ;O
9/19/2023;WAKTU
;O
 ;O
01:02:22;WAKTU
 ;O
PM;WAKTU
 ;O
wilayah;O
 ;O
manukan;WILAYAH
 ;O
kapan;O
 ;O
keluar;KELUHAN
 ;O
airnya;O
 ;O
min;O
 ;O
9/19/2023;WAKTU
;O
 ;O
02:00:25;WAKTU
 ;O
PM;WAKTU
 ;O
up;O
 ;O
iki;O
;O
1;WAKTU
2;WAKTU
3;WAKTU
4;WAKTU
5;WAKTU
6;WAKTU
7;WAKTU
8;WAKTU
9;WAKTU
10;WAKTU
11;WAKTU
12;WAKTU
13;WAKTU
14;WAKTU
15;WAKTU
16;WAKTU
17;WAKTU
18;WAKTU
19;WAKTU
20;WAKTU
21;WAKTU
22;WAKTU
23;WAKTU
24;WAKTU
Asemrowo;WILAYAH
;O
Asemrowo;WILAYAH
;O
Genteng;WILAYAH
;O
Tambak Sarioso;WILAYAH
;O
Benowo;WILAYAH
;O
Benowo;WILAYAH
;O
Pakal;WILAYAH
;O
Romokalisari;WILAYAH
;O
Kecamatan Bubutan;WILAYAH
;O
Alun-Alun Contong;WILAYAH
;O
Bubutan;WILAYAH
;O
Gundih;WILAYAH
;O
Jepara;WILAYAH
;O
Tembok Dukuh;WILAYAH
;O
Kecamatan Bulak;WILAYAH
;O
Bulak;WILAYAH
;O
Kedinding Lor;WILAYAH
;O
Kenjeran;WILAYAH
Sukolilo Baru;WILAYAH
Kecamatan Dukuh Pakis;WILAYAH
;O
Dukuh Pakis;WILAYAH
Gunungsari;WILAYAH
Pradah Kalikendal;WILAYAH
Kecamatan Gayungan;WILAYAH
;O
Dukuh Menanggal;WILAYAH
Gayungan;WILAYAH
Ketintang;WILAYAH
Menanggal;WILAYAH
Kecamatan Gubeng;WILAYAH
;O
Airlangga;WILAYAH
Baratajaya;WILAYAH
Gubeng;WILAYAH
Kertajaya;WILAYAH
Mojo;WILAYAH
Pucang Sewu;WILAYAH
Kecamatan Gununganyar;WILAYAH
;O
Gununganyar;WILAYAH
Gununganyar Tambak;WILAYAH
Rungkut Menanggal;WILAYAH
Tambak Oso Wilangun;WILAYAH
Kecamatan Jambangan;WILAYAH
;O
Jambangan;WILAYAH
Karah;WILAYAH
Kebonsari;WILAYAH
Pagesangan;WILAYAH
Kecamatan Karangpilang;WILAYAH
;O
Karangpilang;WILAYAH
Kebraon;WILAYAH
Warugunung;WILAYAH
Kecamatan Kenjeran;WILAYAH
;O
Bulak Banteng;WILAYAH
Kenjeran;WILAYAH
Ria Kenjeran;WILAYAH
Sidotopo Wetan;WILAYAH
Kecamatan Krembangan;WILAYAH
;O
Dupak;WILAYAH
Krembangan Selatan;WILAYAH
Krembangan Utara;WILAYAH
Perak Barat;WILAYAH
Perak Timur;WILAYAH
Perak Utara;WILAYAH
Kecamatan Lakarsantri;WILAYAH
;O
Bangkingan;WILAYAH
Jeruk;WILAYAH
Lakarsantri;WILAYAH
Lidah Kulon;WILAYAH
Lidah Wetan;WILAYAH
Sumur Welut;WILAYAH
Kecamatan Mulyorejo;WILAYAH
;O
Kalijudan;WILAYAH
Keputih;WILAYAH
Klampis Ngasem;WILAYAH
Mulyorejo;WILAYAH
Sukolilo;WILAYAH
Kecamatan Pabean Cantian;WILAYAH
;O
Bongkaran;WILAYAH
Nyamplungan;WILAYAH
Pabean Cantian;WILAYAH
Perak Utara;WILAYAH
Kecamatan Pakal;WILAYAH
;O
Babat Jerawat;WILAYAH
Benowo;WILAYAH
Pakal;WILAYAH
Kecamatan Rungkut;WILAYAH
;O
Gunung Anyar;WILAYAH
Kali Rungkut;WILAYAH
Medokan Ayu;WILAYAH
Penjaringan Sari;WILAYAH
Rungkut Kidul;WILAYAH
Rungkut Tengah;WILAYAH
Kecamatan Sambikerep;WILAYAH
;O
Lontar;WILAYAH
Sambikerep;WILAYAH
Sambirejo;WILAYAH
Kecamatan Sawahan;WILAYAH
;O
Banyuurip;WILAYAH
Kupang Krajan;WILAYAH
Pakis;WILAYAH
Putat Jaya;WILAYAH
Sawahan;WILAYAH
Simomulyo;WILAYAH
Kecamatan Semampir;WILAYAH
;O
Ampel;WILAYAH
Krembangan Utara;WILAYAH
Nyamplungan;WILAYAH
Pegirian;WILAYAH
Sidotopo;WILAYAH
Ujung;WILAYAH
Kecamatan Simokerto;WILAYAH
;O
Kapasari;WILAYAH
Simokerto;WILAYAH
Simolawang;WILAYAH
Tambakrejo;WILAYAH
Kecamatan Sukolilo;WILAYAH
;O
Gebang Putih;WILAYAH
Keputih;WILAYAH
Klampis Ngasem;WILAYAH
Medokan Semampir;WILAYAH
Nginden Jangkungan;WILAYAH
Sukolilo Baru;WILAYAH
Kecamatan Sukomanunggal;WILAYAH
;O
Putat Gede;WILAYAH
Simomulyo;WILAYAH
