Comment,Tag
bening,KELUHAN
 ,O
paling,O
 ,O
lama,KELUHAN
 ,O
2jam,WAKTU
 ,O
doang,O
 ,O
habis,O
 ,O
keruh,KELUHAN
 ,O
9/9/2023,WAKTU
",",O
 ,O
8:09:16,WAKTU
 ,O
AM,WAKTU
 ,O
laporan,O
 ,O
via,O
 ,O
whatsapp,O
 ,O
9/9/2023,WAKTU
",",O
 ,O
11:30:23,WAKTU
 ,O
AM,WAKTU
 ,O
sippp,O
 ,O
pdam,O
 ,O
memang,O
 ,O
kasus,O
 ,O
lama,O
 ,O
terjadi,O
 ,O
alhamdulillah,O
 ,O
laporan,O
 ,O
warga,O
 ,O
tindak,O
 ,O
lanjuti,O
 ,O
9/9/2023,WAKTU
",",O
 ,O
11:31:28,WAKTU
 ,O
AM,WAKTU
 ,O
trimakasih,O
 ,O
pdam,O
 ,O
kasus,O
 ,O
muncul,O
 ,O
ikuti,O
 ,O
prosedur,O
 ,O
disampaikan,O
 ,O
9/9/2023,WAKTU
",",O
 ,O
2:47:53,WAKTU
 ,O
PM,WAKTU
 ,O
mohon,O
 ,O
bantuannya,O
 ,O
rumah,O
 ,O
kedurus,WILAYAH
 ,O
dukuh,WILAYAH
 ,O
sejak,O
 ,O
perbaikannya,O
 ,O
pdam,O
 ,O
sekarang,O
 ,O
keluar,O
 ,O
airnya,O
 ,O
tetangga,O
 ,O
kanan,O
 ,O
kiri,O
 ,O
keluar,O
 ,O
info,O
 ,O
cs,O
 ,O
pdam,O
 ,O
darii,O
 ,O
hari,O
 ,O
rabu,WAKTU
 ,O
tanggal,WAKTU
 ,O
6,WAKTU
 ,O
september,WAKTU
 ,O
2023,WAKTU
 ,O
sekarang,WAKTU
 ,O
petugas,O
 ,O
datang,O
 ,O
rumah,O
 ,O
mohon,O
 ,O
bantuannya,O
 ,O
pak,O
 ,O
no,O
 ,O
pelanggan,O
 ,O
05173476mohon,O
 ,O
bantuannya,O
 ,O
pak,O
 ,O
terima,O
 ,O
kasih,O
 ,O
9/13/2023,WAKTU
",",O
 ,O
7:16:48,WAKTU
 ,O
AM,WAKTU
 ,O
karangpilang,WILAYAH
 ,O
airnya,O
 ,O
pelan,KELUHAN
 ,O
sekali,O
 ,O
9hari,WAKTU
 ,O
begini,O
 ,O
terus,O
 ,O
kompensasi,O
 ,O
air,O
 ,O
cuma,O
 ,O
datang,O
 ,O
1x,O
 ,O
1,O
 ,O
rt,O
 ,O
giliran,O
 ,O
enggak,O
 ,O
bayar,O
 ,O
mati,KELUHAN
 ,O
giliran,O
 ,O
begini,O
 ,O
pas,O
 ,O
komplain,O
 ,O
diam,O
 ,O
tok,O
 ,O
9/14/2023,WAKTU
",",O
 ,O
12:32:31,WAKTU
 ,O
PM,WAKTU
 ,O
haloo,O
 ,O
kak,O
 ,O
cek,O
 ,O
dm,O
 ,O
9/1/2023,WAKTU
",",O
 ,O
5:41:02,WAKTU
 ,O
PM,WAKTU
 ,O
pdam,O
 ,O
daerah,O
 ,O
bulak,WILAYAH
 ,O
banteng,WILAYAH
 ,O
sering,O
 ,O
mati,KELUHAN
 ,O
air,O
 ,O
sering,O
 ,O
butheg,KELUHAN
 ,O
alias,O
 ,O
keruh,KELUHAN
 ,O
dong,O
 ,O
segera,O
 ,O
atasi,O
 ,O
9/1/2023,WAKTU
",",O
 ,O
8:06:48,WAKTU
 ,O
PM,WAKTU
 ,O
keren,O
 ,O
mas,O
 ,O
jitu,O
 ,O
sehat,O
 ,O
selalu,O
 ,O
9/2/2023,WAKTU
",",O
 ,O
9:09:21,WAKTU
 ,O
AM,WAKTU
 ,O
terima,O
 ,O
kasih,O
 ,O
pdam,O
 ,O
sharing,O
 ,O
ilmu,O
 ,O
nya,O
 ,O
sangat,O
 ,O
bermanfaat,O
 ,O
9/4/2023,WAKTU
",",O
 ,O
4:53:10,WAKTU
 ,O
AM,WAKTU
 ,O
yeay,O
 ,O
cak,O
 ,O
kevin,O
 ,O
hadir,O
 ,O
9/26/2023,WAKTU
",",O
 ,O
11:00:02,WAKTU
 ,O
PM,WAKTU
 ,O
halo,O
 ,O
admin,O
 ,O
mau,O
 ,O
tanya,O
 ,O
mengontrak,O
 ,O
rumah,O
 ,O
lebih,O
 ,O
satu,O
 ,O
tahun,O
 ,O
surabaya,WILAYAH
 ,O
berapa,O
 ,O
bulan,O
 ,O
belakang,O
 ,O
baru,O
 ,O
stay,O
 ,O
lama,KELUHAN
 ,O
jadi,O
 ,O
makin,O
 ,O
merasa,O
 ,O
terganggu,KELUHAN
 ,O
air,O
 ,O
mengalir,O
 ,O
jam,O
 ,O
9an,O
 ,O
malam,WAKTU
 ,O
itupun,O
 ,O
kotor,KELUHAN
 ,O
sekali,O
 ,O
airnya,O
 ,O
bahkan,O
 ,O
pakai,O
 ,O
filter,O
 ,O
jadi,O
 ,O
sangat,O
 ,O
sering,O
 ,O
diganti,O
 ,O
sangat,O
 ,O
kotor,KELUHAN
 ,O
airnya,O
 ,O
kira,O
-,O
kira,O
 ,O
kenaoa,O
 ,O
padahal,O
 ,O
rumah,O
 ,O
wilayah,O
 ,O
belakang,O
 ,O
pdam,O
 ,O
surabaya,WILAYAH
 ,O
enggak,O
 ,O
merasai,O
 ,O
air,O
 ,O
lancar,O
 ,O
kotor,KELUHAN
 ,O
kayak,O
 ,O
wilayah,O
 ,O
mohon,O
 ,O
penjelasan,O
 ,O
solusinya,O
 ,O
9/27/2023,WAKTU
",",O
 ,O
8:36:46,WAKTU
 ,O
AM,WAKTU
 ,O
komplain,O
 ,O
enggak,O
 ,O
gubris,O
 ,O
air,O
 ,O
sangat,O
 ,O
kecil,KELUHAN
 ,O
sekali,O
 ,O
rumah,O
 ,O
daerah,O
 ,O
kemlaten,WILAYAH
 ,O
sekarang,O
 ,O
menyala,O
 ,O
solusinya,O
 ,O
9/19/2023,WAKTU
",",O
 ,O
8:48:52,WAKTU
 ,O
PM,WAKTU
 ,O
posting,O
 ,O
terus,O
 ,O
keluhan,O
 ,O
pelanggan,O
 ,O
kelanjutannya,O
 ,O
9/19/2023,WAKTU
",",O
 ,O
8:58:26,WAKTU
 ,O
PM,WAKTU
 ,O
manukan,WILAYAH
 ,O
kasmanbanyu,WILAYAH
 ,O
e,O
 ,O
enggak,O
 ,O
mili,O
 ,O
cak,O
 ,O
9/19/2023,WAKTU
",",O
 ,O
9:12:33,WAKTU
 ,O
PM,WAKTU
 ,O
kebraon,WILAYAH
 ,O
jalan,O
 ,O
raya,O
 ,O
dekat,O
 ,O
ipam,O
 ,O
karangpilang,WILAYAH
 ,O
pagi,WAKTU
 ,O
diatas,O
 ,O
jam,O
 ,O
4,O
 ,O
wes,O
 ,O
enggak,O
 ,O
murupmurup,O
