 ;O;
mek;O;
 ;O;
nggon;O;
 ;O;
ku;O;
 ;O;
tok;O;
 ;O;
seng;O;
 ;O;
mati;KELUHAN;
 ;O;
kesumpel;O;
 ;O;
plastik²;O;
 ;O;
maneh;O;
 ;O;
pipo;O;
 ;O;
e;O;
 ;O;
koyok;O;
 ;O;
wingi;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
09:04:53;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
12;WAKTU;
 ;O;
jam;WAKTU;
 ;O;
lalu;O;
 ;O;
keluar;O;
 ;O;
seharian;WAKTU;
 ;O;
kosong;O;
 ;O;
9/19/2023;WAKTU;
;;O
 ;O;
09:32:04;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
manukan;WILAYAH;
 ;O;
pak;O;
 ;O;
mati;O;
 ;O;
9/20/2023;WAKTU;
;;O
 ;O;
06:18:13;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
min;O;
 ;O;
manukan;WILAYAH;
 ;O;
lor;WILAYAH;
 ;O;
nyala;O;
 ;O;
airx;O;
 ;O;
9/20/2023;WAKTU;
;;O
 ;O;
03:23:44;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
aliran;O;
 ;O;
air;O;
 ;O;
area;O;
 ;O;
manukan;WILAYAH;
 ;O;
apa;O;
 ;O;
mati;KELUHAN;
 ;O;
nyalakan;O;
 ;O;
sanyo;O;
 ;O;
kok;O;
 ;O;
keluar;O;
 ;O;
air;O;
 ;O;
selokan;O;
 ;O;
bau;KELUHAN;
 ;O;
banget;KELUHAN;
 ;O;
kak;O;
 ;O;
9/21/2023;WAKTU;
;;O
 ;O;
08:54:49;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
air;;O
 ;O;
genting;WILAYAH;
 ;O;
kalianak;WILAYAH;
 ;O;
normalnya;O;
 ;O;
kapan;O;
 ;O;
hari;O;
 ;O;
keciiiiil;O;
 ;O;
9/22/2023;WAKTU;
;;O
 ;O;
12:56:30;WILAYAH;
 ;O;
AM;WILAYAH;
 ;O;
min;O;
 ;O;
serius;O;
 ;O;
bertanya;O;
 ;O;
tagihan;KELUHAN;
 ;O;
pdam;O;
 ;O;
1;O;
 ;O;
bulan;WAKTU;
 ;O;
ganti;O;
 ;O;
harga;O;
 ;O;
kok;O;
 ;O;
09/05/2023;WAKTU;
;;O
 ;O;
10:46:30;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
berangkatin;O;
 ;O;
umroh;O;
 ;O;
kinerja;O;
 ;O;
dong;O;
 ;O;
diperbaiki;O;
 ;O;
air;O;
 ;O;
keruh;KELUHAN;
 ;O;
kayak;O;
 ;O;
got;O;
 ;O;
bayar;O;
 ;O;
tepat;O;
 ;O;
waktu;O;
 ;O;
loh;O;
 ;O;
sering;O;
 ;O;
mati;KELUHAN;
 ;O;
info;O;
 ;O;
apa;O;
-;O;
apa;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
02:50:12;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
mana;O;
 ;O;
gerak;O;
 ;O;
cepat;O;
 ;O;
berapa;O;
 ;O;
orang;O;
 ;O;
pdam;O;
 ;O;
niklo;WILAYAH;
 ;O;
memang;O;
 ;O;
terjun;O;
 ;O;
semua;O;
 ;O;
sesuai;O;
 ;O;
job;O;
 ;O;
nya;O;
 ;O;
cepat;O;
 ;O;
kelar;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
02:52:26;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
baik;O;
-;O;
baik;O;
 ;O;
post;O;
 ;O;
coba;O;
 ;O;
kendala2;O;
 ;O;
post;O;
 ;O;
air;O;
 ;O;
selalu;O;
 ;O;
keruh;KELUHAN;
 ;O;
tiap;O;
 ;O;
malam;WAKTU;
 ;O;
pagi;WAKTU;
 ;O;
bening;O;
 ;O;
anehskrg;O;
 ;O;
kemarin;O;
 ;O;
air;O;
 ;O;
got;O;
 ;O;
ngalirnanti;O;
 ;O;
viral;O;
 ;O;
baru;O;
 ;O;
mohon;O;
 ;O;
maafklo;O;
 ;O;
kayak;O;
 ;O;
begini;O;
 ;O;
enggak;O;
 ;O;
empatinya;KELUHAN;
 ;O;
kalo;O;
 ;O;
telat;O;
 ;O;
bayar;O;
 ;O;
denda;O;
 ;O;
putus;O;
 ;O;
aliran;O;
 ;O;
9/13/2023;WAKTU;
;;O
 ;O;
06:21:41;WAKTU;
 ;O;
PM;WAKTU;
 ;O;
airnya;O;
 ;O;
keruh;O;
 ;O;
pak;O;
 ;O;
bau;O;
 ;O;
surabaya;WILAYAH;
 ;O;
utara;WILAYAH;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
12:34:44;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
pendaftaran;O;
 ;O;
baru;O;
 ;O;
kapan;O;
 ;O;
tindaklanjuti;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
12:58:15;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
air;O;
 ;O;
pdam;O;
 ;O;
taman;WILAYAH;
 ;O;
pondok;WILAYAH;
 ;O;
indah;O;
 ;O;
wiyung;WILAYAH;
 ;O;
surabaya;WILAYAH;
 ;O;
kok;O;
 ;O;
air;O;
 ;O;
nya;O;
 ;O;
pelan;KELUHAN;
 ;O;
keluar;O;
 ;O;
nya;O;
 ;O;
kak;O;
 ;O;
kak;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
04:53:51;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
bayar;O;
 ;O;
mahal;KELUHAN;
 ;O;
air;O;
 ;O;
keru;KELUHAN;
 ;O;
kalau;O;
 ;O;
sore;WAKTU;
 ;O;
airnya;O;
 ;O;
pelan;O;
 ;O;
kadang;O;
 ;O;
enggak;O;
 ;O;
keluar;KELUHAN;
 ;O;
sekarang;O;
 ;O;
air;O;
 ;O;
nya;O;
 ;O;
kayak;O;
 ;O;
gottyang;O;
 ;O;
merasa;O;
 ;O;
mulaikemarin;O;
 ;O;
air;O;
 ;O;
nya;O;
 ;O;
kayak;O;
 ;O;
gott;O;
 ;O;
komen;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
11:29:47;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
iya;O;
 ;O;
sekarang;O;
 ;O;
keruh;KELUHAN;
 ;O;
kuras;O;
 ;O;
tandon;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
08:59:23;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
bagaimana;O;
 ;O;
progress;O;
 ;O;
perbaikan;O;
 ;O;
wilayah;O;
 ;O;
karang;WILAYAH;
 ;O;
pilang;WILAYAH;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:04:51;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
bagaimana;O;
 ;O;
pengaduan;O;
 ;O;
air;O;
 ;O;
nya;O;
 ;O;
keluar;O;
 ;O;
hitam;KELUHAN;
 ;O;
minn;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:08:41;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
air;O;
 ;O;
keruh;KELUHAN;
 ;O;
area;O;
 ;O;
kedurusbogangingunungsari;WILAYAH;
 ;O;
indah;WILAYAH;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:09:37;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
halo;O;
 ;O;
bagaimana;O;
 ;O;
daerah;O;
 ;O;
kemlaten;WILAYAH;
 ;O;
airnya;O;
 ;O;
keruh;KELUHAN;
 ;O;
kotor;KELUHAN;
 ;O;
sekarang;O;
 ;O;
malah;O;
 ;O;
mati;KELUHAN;
 ;O;
segera;O;
 ;O;
ditindak;O;
 ;O;
lanjuti;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:10:36;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
tunggu;O;
 ;O;
gerak;O;
 ;O;
cepatnya;O;
 ;O;
daerah;O;
 ;O;
karangpilang;WILAYAH;
 ;O;
kapan;O;
 ;O;
pak;O;
 ;O;
mohon;KELUHAN;
 ;O;
jawil;O;
 ;O;
pak;O;
 ;O;
09/06/2023;WAKTU;
;;O
 ;O;
09:26:15;WAKTU;
 ;O;
AM;WAKTU;
 ;O;
air;O;
 ;O;
sangat;O;
 ;O;
kotor;KELUHAN;
 ;O;
keruh;KELUHAN;
